% PRELIMINARY DATA - SUBJECT TO CHANGE WITHOUT NOTICE - NOT YET PEER REVIEWED
% 
%%%%%%%
% 
% This file is based on the new high-resolution Berkeley Earth global temperature
% data set.  It expands upon the previous Berkeley Earth temperature data set by
% including predictive structures based on historical weather patterns and 
% increasing the underlying resolution to 0.25° x 0.25° latitude-longitude.
% Files based on this new data set are being provided as part of an early preview
% to aid in the identification of any remaining bugs or errors.  While, we 
% believe the current dataset to be accurate and useful, it is still in 
% development and substantial revisions remain possible if significant issues
% are identified.
% 
% LOCAL AND REGIONAL UNCERTAINTIES ARE STILL BEING UPDATED AND NOT YET REPORTED.
% 
%%%%%%%
% 
% This file contains an extracted regional summary of land-surface 
% temperature results produced by the high-resolution Berkeley Earth averaging 
% method for the region: 
% 
%    Finland
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual regions 
% simply by integrating the field over the region in question.  This 
% file contains such a regional estimate.
% 
% For references and more information about the methods employed,
% please refer to the global average files and/of the Berkeley Earth
% website, http://berkeleyearth.org/
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Land_TAVG_Monthly
% 
% 
% This analysis was run on 17-Sep-2025 00:52:42
% 
% Global results are based on 56751 time series 
%   with 23088806 monthly data points
% 
% The current region is characterized by: 
%%   Name: Finland
%%   Latitude Range: 59.81 to 70.08
%%   Longitude Range: 19.51 to 31.57
%%   Area: 310459.19 km^2
%%   Percent of global land area: 0.211 %
%%   Approximate number of temperature stations: 387
%%   Approximate number of monthly observations: 185283
% 
% Note that all results reported here are derived from the full field 
% analysis and will in general include information from many additional 
% stations that border the current region and not just those that lie 
% within this region.  In general, the temperature anomaly field has 
% significant correlations extending over greater than 1000 km, which 
% allows even distant stations to provide some insight at times when 
% local coverage may be lacking. 
% 
%%  Estimated Jan 1951-Dec 1980 absolute temperature (C): 1.13 +/-  NaN
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%       Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%     -11.15 -11.22  -6.50  -0.38   6.50  12.54  14.69  13.03   7.57   1.38  -4.19  -8.68
%%  +/-    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Annual averages are explicit 12-month moving averages.  Five, ten, and twenty
% year averages use a LOESS style regression (rather than a uniform averqage)
% in order to produce smoother trends, free from short-term noise.
% 
% Values are reported as missing (i.e. NaN) when station coverage within 
% the region becomes too low, even though a limited number of observations may 
% still have been made.  Time averages over intervals with some missing data will 
% be reported as long as at least 75% of the necessary values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
% Year, Month,  Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.
 
  1801    10     0.578  1.394    -0.341    NaN    -0.849  0.408    -0.689  0.424    -0.595  0.418
  1801    11    -0.618  2.003    -0.919    NaN    -0.872  0.405    -0.705  0.422    -0.602  0.417
  1801    12    -1.125  2.136    -0.910  0.416    -0.895  0.401    -0.720  0.420    -0.609  0.425
  1802     1    -3.232  1.608    -1.186  0.353    -0.918  0.399    -0.735  0.418    -0.617  0.416
  1802     2     1.468  2.419    -0.978  0.538    -0.941  0.397    -0.750  0.417    -0.624  0.415
  1802     3     1.728  2.857    -1.001  0.512    -0.963  0.413    -0.765  0.426    -0.631  0.431
  1802     4     1.591  1.425    -0.993  0.548    -0.985  0.393    -0.780  0.414    -0.638  0.414
  1802     5    -3.110  2.037    -1.274  0.587    -1.007  0.391    -0.794  0.412    -0.645  0.413
  1802     6    -1.986  1.140    -1.505  0.560    -1.028  0.390    -0.808  0.411    -0.653  0.413
  1802     7    -3.078  2.252    -1.907  0.535    -1.048  0.389    -0.822  0.410    -0.660  0.412
  1802     8    -1.382  1.416    -2.211  0.523    -1.068  0.388    -0.836  0.409    -0.667  0.412
  1802     9    -2.853  0.831    -2.354  0.594    -1.087  0.388    -0.850  0.408    -0.674  0.411
  1802    10     0.685  1.251    -2.292  0.623    -1.105  0.387    -0.863  0.407    -0.681  0.411
  1802    11    -3.996  1.413    -1.811  0.640    -1.123  0.387    -0.877  0.403    -0.688  0.398
  1802    12    -3.892  2.998    -1.733  0.711    -1.140  0.382    -0.890  0.415    -0.695  0.417
  1803     1    -8.066  1.357    -1.474  0.639    -1.155  0.393    -0.903  0.388    -0.702  0.401
  1803     2    -2.169  2.500    -1.294  0.677    -1.170  0.385    -0.915  0.401    -0.709  0.396
  1803     3     0.001  1.886    -1.204  0.700    -1.184  0.388    -0.928  0.405    -0.716  0.409
  1803     4     2.336  1.099    -1.348  0.783    -1.197  0.389    -0.940  0.405    -0.723  0.408
  1803     5     2.666  1.614    -1.230  0.720    -1.209  0.390    -0.952  0.405    -0.730  0.408
  1803     6    -1.050  1.792    -1.590  0.540    -1.220  0.391    -0.964  0.405    -0.736  0.407
  1803     7     0.027  1.064    -1.256  0.504    -1.230  0.392    -0.975  0.405    -0.743  0.407
  1803     8     0.778  1.048    -1.531  0.675    -1.239  0.393    -0.987  0.405    -0.750  0.407
  1803     9    -1.769  0.522    -1.825  0.685    -1.247  0.394    -0.998  0.406    -0.756  0.406
  1803    10    -1.048  1.390    -1.805  0.711    -1.253  0.419    -1.009  0.425    -0.763  0.418
  1803    11    -2.572  1.321    -1.875  0.607    -1.259  0.477    -1.019  0.474    -0.769  0.467
  1803    12    -8.211  1.673    -1.885  0.554    -1.264  0.443    -1.030  0.440    -0.776  0.434
  1804     1    -4.058  1.762    -1.744  0.633    -1.267  0.423    -1.040  0.433    -0.782  0.427
  1804     2    -5.473  2.251    -1.880  0.643    -1.270  0.401    -1.050  0.409    -0.789  0.405
  1804     3    -3.530  2.084    -1.784  0.634    -1.272  0.402    -1.060  0.411    -0.795  0.405
  1804     4     2.578  1.408    -1.698  0.676    -1.273  0.422    -1.070  0.427    -0.801  0.421
  1804     5     1.833  2.315    -1.509  0.808    -1.273  0.404    -1.080  0.413    -0.808  0.404
  1804     6    -1.173  1.416    -1.350  0.644    -1.272  0.406    -1.089  0.414    -0.814  0.404
  1804     7     1.720  1.482    -0.917  0.660    -1.270  0.407    -1.098  0.416    -0.820  0.404
  1804     8    -0.859  0.615    -0.775  0.695    -1.268  0.408    -1.107  0.417    -0.826  0.404
  1804     9    -0.617  0.870    -0.479  0.707    -1.265  0.409    -1.116  0.419    -0.832  0.404
  1804    10    -0.009  1.199    -0.685  0.720    -1.262  0.410    -1.125  0.420    -0.837  0.404
  1804    11    -0.302  1.765    -0.952  0.664    -1.258  0.411    -1.133  0.422    -0.843  0.404
  1804    12    -6.309  1.996    -1.080  0.670    -1.254  0.399    -1.141  0.417    -0.849  0.392
  1805     1     1.143  2.530    -1.199  0.640    -1.249  0.459    -1.149  0.466    -0.855  0.439
  1805     2    -3.769  1.833    -1.052  0.644    -1.244  0.415    -1.157  0.427    -0.860  0.403
  1805     3     0.018  1.997    -1.101  0.634    -1.239  0.416    -1.165  0.429    -0.866  0.403
  1805     4     0.105  0.953    -1.628  0.648    -1.234  0.417    -1.173  0.431    -0.871  0.403
  1805     5    -1.367  1.522    -1.996  0.723    -1.229  0.419    -1.180  0.433    -0.876  0.403
  1805     6    -2.719  0.869    -1.645  0.735    -1.224  0.420    -1.187  0.436    -0.882  0.403
  1805     7     0.296  0.978    -1.660  0.575    -1.219  0.422    -1.195  0.438    -0.887  0.403
  1805     8     0.910  1.372    -1.410  0.506    -1.214  0.424    -1.202  0.440    -0.892  0.403
  1805     9    -1.203  1.077    -1.498  0.448    -1.209  0.427    -1.208  0.442    -0.897  0.403
  1805    10    -6.339  1.060    -1.368  0.430    -1.205  0.429    -1.215  0.444    -0.902  0.403
  1805    11    -4.712  1.602    -1.175  0.431    -1.201  0.432    -1.222  0.446    -0.907  0.403
  1805    12    -2.107  1.073    -1.129  0.391    -1.198  0.446    -1.228  0.453    -0.911  0.407
  1806     1     0.964  1.148    -1.345  0.436    -1.195  0.482    -1.234  0.497    -0.916  0.444
  1806     2    -0.768  2.044    -1.301  0.474    -1.193  0.442    -1.241  0.453    -0.921  0.403
  1806     3    -1.039  1.528    -1.098  0.461    -1.192  0.470    -1.247  0.481    -0.925  0.424
  1806     4     1.668  1.551    -0.701  0.433    -1.191  0.450    -1.253  0.457    -0.930  0.403
  1806     5     0.945  1.240    -0.517  0.388    -1.191  0.454    -1.258  0.460    -0.934  0.403
  1806     6    -2.164  1.114    -0.266  0.539    -1.192  0.473    -1.264  0.480    -0.938  0.421
  1806     7    -2.295  1.348    -0.757  0.520    -1.193  0.464    -1.269  0.464    -0.942  0.404
  1806     8     1.442  0.942    -0.422  0.500    -1.196  0.469    -1.275  0.466    -0.946  0.404
  1806     9     1.226  0.621    -0.409  0.413    -1.199  0.475    -1.280  0.468    -0.950  0.404
  1806    10    -1.577  1.149    -0.766  0.402    -1.204  0.481    -1.285  0.470    -0.954  0.404
  1806    11    -2.504  1.014    -1.055  0.442    -1.209  0.487    -1.290  0.472    -0.958  0.404
  1806    12     0.905  1.173    -0.973  0.480    -1.215  0.493    -1.295  0.474    -0.961  0.404
  1807     1    -4.925  1.388    -0.781  0.506    -1.222  0.511    -1.300  0.495    -0.965  0.423
  1807     2     3.258  1.427    -0.795  0.513    -1.230  0.506    -1.304  0.478    -0.968  0.404
  1807     3    -0.884  2.372    -1.059  0.581    -1.239  0.513    -1.309  0.480    -0.971  0.404
  1807     4    -2.615  0.613    -1.225  0.628    -1.249  0.520    -1.313  0.482    -0.975  0.405
  1807     5    -2.533  0.944    -1.083  0.613    -1.260  0.527    -1.317  0.484    -0.978  0.405
  1807     6    -1.180  1.311    -1.259  0.576    -1.271  0.565    -1.321  0.515    -0.981  0.428
  1807     7     0.008  1.574    -0.723  0.573    -1.283  0.541    -1.325  0.487    -0.984  0.405
  1807     8     1.279  0.608    -1.125  0.658    -1.296  0.548    -1.329  0.489    -0.987  0.405
  1807     9    -1.939  0.877    -1.157  0.707    -1.310  0.555    -1.333  0.490    -0.989  0.405
  1807    10    -3.573  1.123    -1.197  0.738    -1.324  0.561    -1.336  0.491    -0.992  0.406
  1807    11    -0.793  0.902    -0.947  0.744    -1.339  0.568    -1.340  0.493    -0.994  0.406
  1807    12    -1.216  1.546    -0.729  0.772    -1.354  0.575    -1.343  0.494    -0.997  0.406
  1808     1     1.507  1.477    -0.735  0.742    -1.369  0.583    -1.346  0.487    -0.999  0.399
  1808     2    -1.562  2.488    -0.887  0.798    -1.385  0.587    -1.349  0.496    -1.001  0.406
  1808     3    -1.268  1.277    -0.767  0.739    -1.401  0.628    -1.351  0.528    -1.003  0.430
  1808     4    -3.090  0.849    -0.271  0.694    -1.417  0.598    -1.354  0.498    -1.005  0.407
  1808     5     0.464  1.299    -0.214  0.759    -1.433  0.604    -1.356  0.499    -1.007  0.407
  1808     6     1.432  1.694    -0.618  0.836    -1.449  0.611    -1.359  0.521    -1.009  0.428
  1808     7    -0.059  1.534    -1.662  0.825    -1.465  0.613    -1.361  0.501    -1.011  0.407
  1808     8    -0.552  1.049    -2.036  0.836    -1.480  0.617    -1.362  0.501    -1.012  0.407
  1808     9    -0.489  1.159    -2.315  0.755    -1.495  0.621    -1.364  0.502    -1.014  0.408
  1808    10     2.374  1.376    -2.393  0.766    -1.510  0.627    -1.366  0.524    -1.015  0.429
  1808    11    -0.115  1.155    -2.514  0.734    -1.524  0.665    -1.367  0.533    -1.016  0.433
  1808    12    -6.056  1.766    -2.619  0.740    -1.538  0.629    -1.368  0.503    -1.017  0.408
  1809     1    -11.024  1.767    -2.666  0.754    -1.551  0.669    -1.369  0.533    -1.019  0.433
  1809     2    -6.051  2.161    -2.543  0.755    -1.563  0.632    -1.370  0.503    -1.019  0.409
  1809     3    -4.613  1.234    -2.547  0.765    -1.574  0.672    -1.370  0.533    -1.020  0.433
  1809     4    -4.029  1.127    -2.864  0.735    -1.585  0.634    -1.371  0.502    -1.021  0.409
  1809     5    -0.987  1.770    -3.265  0.760    -1.594  0.634    -1.371  0.502    -1.022  0.409
  1809     6     0.175  1.736    -2.333  0.839    -1.603  0.633    -1.371  0.502    -1.022  0.409
  1809     7    -0.624  1.341    -1.597  0.780    -1.610  0.632    -1.370  0.501    -1.022  0.410
  1809     8     0.926  1.230    -1.341  0.803    -1.617  0.668    -1.370  0.530    -1.023  0.435
  1809     9    -0.544  0.531    -1.354  0.889    -1.622  0.628    -1.369  0.500    -1.023  0.410
  1809    10    -1.425  1.028    -1.313  0.885    -1.627  0.664    -1.368  0.529    -1.023  0.435
  1809    11    -4.926  1.979    -1.545  0.869    -1.630  0.623    -1.367  0.499    -1.023  0.410
  1809    12     5.127  2.323    -1.733  0.859    -1.632  0.681    -1.365  0.559    -1.023  0.463
  1810     1    -2.187  2.118    -1.858  0.937    -1.633  0.620    -1.364  0.518    -1.023  0.430
  1810     2    -2.982  2.406    -2.032  0.906    -1.634  0.612    -1.362  0.496    -1.022  0.411
  1810     3    -4.767  1.237    -2.149  0.895    -1.633  0.644    -1.360  0.524    -1.022  0.436
  1810     4    -3.548  1.392    -2.211  0.891    -1.631  0.604    -1.357  0.494    -1.021  0.411
  1810     5    -3.768  1.657    -2.258  0.871    -1.628  0.599    -1.355  0.493    -1.021  0.411
  1810     6    -2.080  1.118    -2.825  0.674    -1.624  0.595    -1.352  0.491    -1.020  0.411
  1810     7    -2.123  1.980    -2.543  0.788    -1.619  0.618    -1.349  0.516    -1.019  0.435
  1810     8    -1.163  1.003    -2.534  0.671    -1.613  0.585    -1.346  0.489    -1.018  0.412
  1810     9    -1.949  0.456    -1.830  0.577    -1.607  0.580    -1.342  0.487    -1.017  0.412
  1810    10    -2.167  1.017    -1.720  0.562    -1.600  0.575    -1.338  0.486    -1.016  0.412
  1810    11    -5.483  1.526    -1.426  0.562    -1.591  0.601    -1.334  0.512    -1.015  0.436
  1810    12    -1.682  1.547    -1.128  0.553    -1.583  0.565    -1.330  0.483    -1.014  0.412
  1811     1     1.196  1.868    -0.988  0.532    -1.573  0.594    -1.326  0.508    -1.012  0.436
  1811     2    -2.878  2.033    -1.073  0.586    -1.563  0.556    -1.321  0.479    -1.011  0.413
  1811     3     3.689  0.935    -1.109  0.586    -1.552  0.551    -1.316  0.478    -1.009  0.413
  1811     4    -2.231  1.257    -1.299  0.678    -1.541  0.547    -1.311  0.476    -1.007  0.413
  1811     5    -0.245  1.457    -0.934  0.653    -1.529  0.543    -1.306  0.474    -1.006  0.413
  1811     6     1.501  1.536    -0.884  0.696    -1.517  0.539    -1.301  0.472    -1.004  0.413
  1811     7    -0.439  1.938    -1.010  0.803    -1.504  0.535    -1.295  0.471    -1.002  0.413
  1811     8    -2.188  1.665    -0.567  0.887    -1.491  0.561    -1.289  0.496    -1.000  0.437
  1811     9    -2.376  1.059    -1.133  0.974    -1.478  0.528    -1.283  0.467    -0.997  0.413
  1811    10    -4.449  1.865    -1.077  0.912    -1.464  0.570    -1.277  0.525    -0.995  0.468
  1811    11    -1.104  1.236    -1.143  0.918    -1.450  0.521    -1.270  0.464    -0.993  0.414
  1811    12    -1.082  1.598    -1.514  0.917    -1.435  0.518    -1.263  0.462    -0.990  0.414
  1812     1    -0.313  1.618    -1.615  0.845    -1.421  0.545    -1.256  0.486    -0.988  0.436
  1812     2     2.430  1.868    -1.402  0.731    -1.406  0.511    -1.249  0.458    -0.985  0.414
  1812     3    -3.095  1.644    -1.544  0.715    -1.390  0.508    -1.242  0.456    -0.983  0.414
  1812     4    -1.564  0.986    -1.285  0.806    -1.375  0.505    -1.235  0.455    -0.980  0.414
  1812     5    -1.034  1.250    -1.692  0.789    -1.359  0.501    -1.227  0.453    -0.977  0.414
  1812     6    -2.957  1.283    -2.077  0.740    -1.343  0.498    -1.220  0.451    -0.974  0.414
  1812     7    -1.651  1.743    -2.292  0.684    -1.326  0.494    -1.212  0.450    -0.971  0.414
  1812     8     0.370  2.114    -2.391  0.600    -1.310  0.490    -1.204  0.448    -0.968  0.415
  1812     9    -4.074  0.547    -1.950  0.497    -1.293  0.486    -1.196  0.446    -0.965  0.415
  1812    10    -1.341  1.521    -1.607  0.538    -1.276  0.482    -1.188  0.445    -0.961  0.415
  1812    11    -5.990  1.311    -1.593  0.518    -1.258  0.478    -1.179  0.443    -0.958  0.415
  1812    12    -5.709  1.202    -1.543  0.506    -1.241  0.535    -1.171  0.539    -0.955  0.506
  1813     1    -2.883  2.689    -1.233  0.523    -1.223  0.469    -1.162  0.440    -0.951  0.415
  1813     2     1.234  2.166    -1.297  0.618    -1.205  0.465    -1.154  0.439    -0.948  0.415
  1813     3     2.197  0.842    -0.815  0.646    -1.187  0.460    -1.145  0.438    -0.944  0.415
  1813     4     2.556  1.565    -1.039  0.656    -1.169  0.456    -1.136  0.436    -0.940  0.415
  1813     5    -0.873  0.801    -0.343  0.664    -1.151  0.452    -1.127  0.435    -0.937  0.415
  1813     6    -2.357  1.117    -0.120  0.726    -1.132  0.456    -1.118  0.460    -0.933  0.440
  1813     7     2.074  1.363    -0.960  0.584    -1.114  0.444    -1.109  0.433    -0.929  0.415
  1813     8    -0.399  1.001    -1.029  0.607    -1.096  0.440    -1.100  0.432    -0.925  0.415
  1813     9     1.707  1.343    -1.298  0.651    -1.077  0.437    -1.091  0.431    -0.921  0.415
  1813    10    -4.020  1.137    -1.454  0.686    -1.058  0.433    -1.081  0.430    -0.917  0.415
  1813    11     2.359  1.294    -1.552  0.703    -1.040  0.431    -1.072  0.429    -0.913  0.415
  1813    12    -3.036  1.801    -1.296  0.728    -1.022  0.424    -1.063  0.407    -0.908  0.392
  1814     1    -12.968  1.877    -1.352  0.587    -1.004  0.470    -1.054  0.482    -0.904  0.470
  1814     2     0.411  1.983    -1.299  0.536    -0.985  0.439    -1.044  0.452    -0.900  0.440
  1814     3    -1.028  1.870    -1.435  0.497    -0.968  0.422    -1.035  0.426    -0.895  0.416
  1814     4     0.683  0.984    -1.271  0.448    -0.950  0.421    -1.026  0.425    -0.891  0.416
  1814     5    -2.055  1.008    -1.503  0.440    -0.933  0.420    -1.016  0.425    -0.887  0.416
  1814     6     0.716  1.876    -1.541  0.556    -0.916  0.438    -1.007  0.449    -0.882  0.440
  1814     7     1.410  1.280    -0.512  0.546    -0.899  0.419    -0.997  0.445    -0.877  0.441
  1814     8     0.233  1.782    -0.473  0.582    -0.883  0.418    -0.988  0.423    -0.873  0.416
  1814     9     0.074  1.376    -0.308  0.544    -0.868  0.418    -0.979  0.423    -0.868  0.416
  1814    10    -2.050  1.340    -0.207  0.529    -0.853  0.438    -0.969  0.447    -0.863  0.440
  1814    11    -0.426  0.960    -0.010  0.545    -0.838  0.419    -0.960  0.422    -0.858  0.416
  1814    12    -3.486  2.058    -0.289  0.494    -0.824  0.439    -0.951  0.425    -0.854  0.418
  1815     1    -0.626  1.137    -0.618  0.462    -0.811  0.422    -0.942  0.399    -0.849  0.392
  1815     2     0.882  1.387    -0.581  0.552    -0.798  0.464    -0.932  0.476    -0.844  0.470
  1815     3     0.946  0.872    -0.515  0.646    -0.786  0.419    -0.923  0.422    -0.839  0.416
  1815     4     1.893  2.813    -0.278  0.639    -0.775  0.444    -0.914  0.447    -0.834  0.441
  1815     5     0.310  1.712    -0.136  0.689    -0.764  0.444    -0.905  0.447    -0.829  0.441
  1815     6    -2.627  1.245     0.281  0.690    -0.754  0.419    -0.896  0.422    -0.824  0.416
  1815     7    -2.534  2.010     0.404  0.740    -0.745  0.419    -0.887  0.422    -0.819  0.416
  1815     8     0.671  1.641    -0.335  0.651    -0.736  0.419    -0.878  0.422    -0.813  0.416
  1815     9     0.865  2.114    -0.696  0.661    -0.728  0.462    -0.869  0.476    -0.808  0.470
  1815    10     0.795  1.293    -0.750  0.572    -0.721  0.461    -0.860  0.476    -0.803  0.470
  1815    11     1.283  1.299    -0.937  0.498    -0.714  0.431    -0.851  0.446    -0.798  0.440
  1815    12     1.514  1.217    -0.731  0.615    -0.708  0.431    -0.842  0.446    -0.793  0.440
  1816     1     0.846  1.654    -0.442  0.600    -0.703  0.409    -0.833  0.399    -0.787  0.392
  1816     2    -7.980  2.310    -0.604  0.628    -0.698  0.426    -0.825  0.439    -0.782  0.441
  1816     3    -3.383  1.406    -0.640  0.521    -0.694  0.412    -0.816  0.424    -0.777  0.416
  1816     4     1.235  1.143    -0.825  0.527    -0.691  0.411    -0.807  0.424    -0.771  0.416
  1816     5    -1.925  2.535    -0.961  0.576    -0.688  0.420    -0.799  0.446    -0.766  0.437
  1816     6    -0.157  1.355    -0.960  0.606    -0.685  0.409    -0.790  0.425    -0.761  0.416
  1816     7     0.930  1.358    -0.882  0.549    -0.683  0.408    -0.782  0.425    -0.755  0.416
  1816     8    -1.270  1.259    -0.322  0.601    -0.681  0.407    -0.773  0.426    -0.750  0.416
  1816     9     0.437  1.494    -0.199  0.586    -0.680  0.407    -0.765  0.426    -0.744  0.416
  1816    10    -1.427  0.992    -0.297  0.572    -0.679  0.406    -0.756  0.427    -0.739  0.416
  1816    11    -0.345  1.463     0.082  0.542    -0.678  0.406    -0.748  0.427    -0.733  0.416
  1816    12     1.520  1.253    -0.058  0.501    -0.677  0.407    -0.739  0.428    -0.728  0.416
  1817     1     1.780  1.844    -0.103  0.477    -0.677  0.382    -0.731  0.403    -0.722  0.393
  1817     2    -1.252  1.788    -0.122  0.491    -0.676  0.381    -0.723  0.404    -0.717  0.393
  1817     3    -1.910  1.800    -0.284  0.530    -0.676  0.409    -0.714  0.430    -0.711  0.416
  1817     4     0.057  1.416    -0.369  0.485    -0.676  0.410    -0.706  0.430    -0.706  0.416
  1817     5     2.616  1.426    -0.611  0.436    -0.676  0.412    -0.698  0.431    -0.700  0.416
  1817     6    -1.830  1.517    -1.442  0.455    -0.676  0.414    -0.689  0.432    -0.695  0.416
  1817     7     0.393  1.135    -1.531  0.427    -0.676  0.417    -0.681  0.432    -0.689  0.416
  1817     8    -1.508  1.213    -1.610  0.489    -0.676  0.420    -0.673  0.433    -0.684  0.416
  1817     9    -1.508  1.398    -1.417  0.459    -0.676  0.423    -0.665  0.434    -0.678  0.416
  1817    10    -2.446  0.968    -1.615  0.459    -0.676  0.427    -0.656  0.435    -0.673  0.416
  1817    11    -3.242  1.243    -2.058  0.425    -0.676  0.430    -0.648  0.435    -0.667  0.416
  1817    12    -8.461  1.974    -1.949  0.451    -0.675  0.478    -0.640  0.489    -0.662  0.470
  1818     1     0.722  1.568    -1.756  0.422    -0.675  0.439    -0.632  0.437    -0.656  0.416
  1818     2    -2.202  2.327    -1.933  0.451    -0.674  0.443    -0.623  0.438    -0.651  0.416
  1818     3     0.403  1.653    -1.840  0.464    -0.673  0.448    -0.615  0.438    -0.645  0.415
  1818     4    -2.315  1.447    -1.589  0.426    -0.672  0.453    -0.606  0.439    -0.640  0.415
  1818     5    -2.700  1.871    -1.233  0.407    -0.670  0.458    -0.598  0.440    -0.634  0.415
  1818     6    -0.529  1.033    -0.039  0.392    -0.669  0.463    -0.590  0.440    -0.629  0.415
  1818     7     2.711  1.398     0.098  0.435    -0.667  0.468    -0.581  0.441    -0.624  0.415
  1818     8    -3.631  0.941     0.293  0.480    -0.665  0.473    -0.573  0.442    -0.618  0.415
  1818     9    -0.390  1.012     0.313  0.462    -0.662  0.479    -0.564  0.442    -0.613  0.415
  1818    10     0.565  1.009     0.320  0.466    -0.660  0.484    -0.556  0.443    -0.607  0.415
  1818    11     1.029  1.104     0.547  0.515    -0.656  0.489    -0.547  0.444    -0.602  0.415
  1818    12     5.868  1.520     0.787  0.632    -0.653  0.494    -0.538  0.444    -0.597  0.415
  1819     1     2.367  2.040     0.796  0.623    -0.649  0.490    -0.530  0.446    -0.592  0.417
  1819     2     0.138  1.894     1.233  0.658    -0.645  0.505    -0.521  0.445    -0.586  0.415
  1819     3     0.649  1.076     1.411  0.663    -0.640  0.510    -0.512  0.446    -0.581  0.415
  1819     4    -2.233  1.161     1.068  0.669    -0.635  0.514    -0.503  0.446    -0.576  0.415
  1819     5     0.026  1.116     0.427  0.629    -0.629  0.519    -0.495  0.447    -0.571  0.414
  1819     6     2.350  1.171    -0.614  0.587    -0.623  0.523    -0.486  0.447    -0.566  0.414
  1819     7     2.816  1.345    -1.705  0.717    -0.616  0.527    -0.477  0.448    -0.560  0.414
  1819     8     1.610  1.055    -1.707  0.608    -0.608  0.531    -0.468  0.448    -0.555  0.414
  1819     9     1.749  0.678    -1.738  0.595    -0.600  0.534    -0.459  0.448    -0.550  0.414
  1819    10    -3.548  1.425    -1.520  0.586    -0.591  0.537    -0.450  0.449    -0.545  0.414
  1819    11    -6.669  1.148    -1.518  0.643    -0.582  0.540    -0.441  0.449    -0.540  0.414
  1819    12    -6.621  1.835    -1.630  0.630    -0.572  0.537    -0.431  0.470    -0.535  0.439
  1820     1    -10.721  1.876    -1.771  0.635    -0.561  0.540    -0.422  0.470    -0.531  0.438
  1820     2     0.113  2.223    -1.946  0.664    -0.549  0.546    -0.413  0.449    -0.526  0.413
  1820     3     0.267  1.301    -2.059  0.717    -0.537  0.547    -0.404  0.449    -0.521  0.413
  1820     4     0.387  1.189    -1.865  0.682    -0.524  0.547    -0.395  0.449    -0.516  0.413
  1820     5     0.049  1.357    -1.479  0.742    -0.510  0.548    -0.385  0.449    -0.511  0.413
  1820     6     1.014  0.999    -1.216  0.821    -0.496  0.547    -0.376  0.449    -0.507  0.413
  1820     7     1.120  1.344    -0.492  0.870    -0.481  0.570    -0.367  0.469    -0.502  0.436
  1820     8    -0.490  1.187    -0.564  0.847    -0.465  0.545    -0.357  0.449    -0.498  0.412
  1820     9     0.396  1.426    -0.513  0.886    -0.449  0.544    -0.348  0.448    -0.493  0.412
  1820    10    -1.223  1.405    -0.422  0.866    -0.432  0.542    -0.339  0.448    -0.489  0.412
  1820    11    -2.041  1.345    -0.339  0.838    -0.414  0.539    -0.329  0.448    -0.484  0.412
  1820    12    -3.467  1.599    -0.807  0.855    -0.396  0.537    -0.320  0.447    -0.480  0.412
  1821     1    -2.034  1.560    -1.065  0.798    -0.378  0.560    -0.311  0.469    -0.475  0.432
  1821     2    -0.743  1.612    -1.221  0.808    -0.359  0.530    -0.301  0.447    -0.471  0.411
  1821     3     0.873  1.767    -1.337  0.789    -0.340  0.526    -0.292  0.446    -0.467  0.411
  1821     4     1.477  1.391    -1.008  0.801    -0.321  0.522    -0.283  0.446    -0.463  0.411
  1821     5     1.053  1.380    -0.959  0.824    -0.302  0.518    -0.274  0.445    -0.459  0.411
  1821     6    -4.600  1.349    -0.694  0.866    -0.282  0.513    -0.265  0.444    -0.454  0.410
  1821     7    -1.985  1.226    -0.490  0.841    -0.263  0.509    -0.255  0.444    -0.450  0.410
  1821     8    -2.363  1.046     0.218  0.828    -0.243  0.533    -0.246  0.469    -0.447  0.434
  1821     9    -0.992  0.992     0.543  0.730    -0.224  0.499    -0.238  0.442    -0.443  0.410
  1821    10     2.732  1.060     0.774  0.676    -0.205  0.494    -0.229  0.442    -0.439  0.410
