% PRELIMINARY DATA - SUBJECT TO CHANGE WITHOUT NOTICE - NOT YET PEER REVIEWED
% 
%%%%%%%
% 
% This file is based on the new high-resolution Berkeley Earth global temperature
% data set.  It expands upon the previous Berkeley Earth temperature data set by
% including predictive structures based on historical weather patterns and 
% increasing the underlying resolution to 0.25° x 0.25° latitude-longitude.
% Files based on this new data set are being provided as part of an early preview
% to aid in the identification of any remaining bugs or errors.  While, we 
% believe the current dataset to be accurate and useful, it is still in 
% development and substantial revisions remain possible if significant issues
% are identified.
% 
% LOCAL AND REGIONAL UNCERTAINTIES ARE STILL BEING UPDATED AND NOT YET REPORTED.
% 
%%%%%%%
% 
% This file contains an extracted regional summary of land-surface 
% temperature results produced by the high-resolution Berkeley Earth averaging 
% method for the region: 
% 
%    Finland
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual regions 
% simply by integrating the field over the region in question.  This 
% file contains such a regional estimate.
% 
% For references and more information about the methods employed,
% please refer to the global average files and/of the Berkeley Earth
% website, http://berkeleyearth.org/
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Land_TAVG_Monthly
% 
% 
% This analysis was run on 17-Sep-2025 00:52:42
% 
% Global results are based on 56751 time series 
%   with 23088806 monthly data points
% 
% The current region is characterized by: 
%%   Name: Finland
%%   Latitude Range: 59.81 to 70.08
%%   Longitude Range: 19.51 to 31.57
%%   Area: 310459.19 km^2
%%   Percent of global land area: 0.211 %
%%   Approximate number of temperature stations: 387
%%   Approximate number of monthly observations: 185283
% 
% Note that all results reported here are derived from the full field 
% analysis and will in general include information from many additional 
% stations that border the current region and not just those that lie 
% within this region.  In general, the temperature anomaly field has 
% significant correlations extending over greater than 1000 km, which 
% allows even distant stations to provide some insight at times when 
% local coverage may be lacking. 
% 
%%  Estimated Jan 1951-Dec 1980 absolute temperature (C): 1.13 +/-  NaN
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%       Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%     -11.15 -11.22  -6.50  -0.38   6.50  12.54  14.69  13.03   7.57   1.38  -4.19  -8.68
%%  +/-    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN    NaN
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Annual averages are explicit 12-month moving averages.  Five, ten, and twenty
% year averages use a LOESS style regression (rather than a uniform averqage)
% in order to produce smoother trends, free from short-term noise.
% 
% Values are reported as missing (i.e. NaN) when station coverage within 
% the region becomes too low, even though a limited number of observations may 
% still have been made.  Time averages over intervals with some missing data will 
% be reported as long as at least 75% of the necessary values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
% Year, Month,  Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.
 
  1770    10     2.813  1.636    -0.717    NaN    -0.185  0.721     0.081  0.670     0.049  0.621
  1770    11    -0.773  1.544    -0.810    NaN    -0.180  0.959     0.086  0.830     0.049  0.716
  1770    12     2.151  3.935    -0.531    NaN    -0.173  0.785     0.091  0.709     0.050  0.642
  1771     1    -2.866  1.928    -0.518    NaN    -0.165  1.028     0.097  0.873     0.051  0.736
  1771     2    -4.578  2.893    -0.569    NaN    -0.156  0.988     0.102  0.870     0.051  0.742
  1771     3    -5.433  3.500    -0.712    NaN    -0.145  0.778     0.107  0.748     0.052  0.684
  1771     4    -2.296  3.662    -0.939    NaN    -0.133  0.982     0.113  0.835     0.052  0.721
  1771     5    -0.074  1.368    -0.817    NaN    -0.120  0.938     0.118  0.791     0.053  0.682
  1771     6     2.631  1.526    -0.749    NaN    -0.106  0.942     0.124  0.792     0.053  0.682
  1771     7    -0.185  2.243    -0.694    NaN    -0.090  0.993     0.130  0.836     0.054  0.723
  1771     8    -0.328  1.785    -0.915    NaN    -0.073  0.687     0.135  0.662     0.054  0.628
  1771     9     0.393  1.938    -0.830    NaN    -0.054  0.952     0.141  0.794     0.055  0.683
  1771    10     0.091  1.216    -0.594    NaN    -0.035  0.954     0.147  0.795     0.055  0.684
  1771    11     0.694  2.817    -0.730    NaN    -0.015  1.070     0.153  0.867     0.055  0.701
  1771    12     2.965  3.664    -1.060    NaN     0.007  0.714     0.159  0.693     0.056  0.654
  1772     1    -2.206  2.595    -1.043    NaN     0.029  1.047     0.165  0.877     0.056  0.745
  1772     2    -7.226  5.066    -0.939    NaN     0.052  0.837     0.171  0.595     0.056  0.484
  1772     3    -4.414  2.555    -0.908    NaN     0.076  1.025     0.177  0.839     0.056  0.708
  1772     4     0.527  2.171    -0.702    NaN     0.100  0.960     0.183  0.798     0.056  0.685
  1772     5    -1.704  1.736    -0.362    NaN     0.125  0.960     0.189  0.799     0.056  0.686
  1772     6    -1.331  1.555    -0.327    NaN     0.150  0.958     0.195  0.799     0.056  0.686
  1772     7     0.022  1.662    -0.393    NaN     0.176  1.014     0.201  0.847     0.056  0.727
  1772     8     0.917  1.892     0.291    NaN     0.202  1.007     0.207  0.831     0.056  0.695
  1772     9     0.768  0.922     0.787    NaN     0.228  0.950     0.213  0.799     0.056  0.686
  1772    10     2.562  1.529     1.088    NaN     0.253  0.644     0.219  0.657     0.056  0.637
  1772    11     4.769  2.595     1.486    NaN     0.279  0.687     0.224  0.683     0.055  0.657
  1772    12     3.392  3.541     1.587    NaN     0.304  0.989     0.230  0.830     0.055  0.695
  1773     1    -2.994  3.750     1.707  0.558     0.330  0.873     0.235  0.666     0.055  0.544
  1773     2     0.973  4.562     1.791  0.637     0.354  0.913     0.241  0.786     0.055  0.665
  1773     3     1.541  3.124     1.867  0.680     0.378  0.923     0.246  0.799     0.054  0.687
  1773     4     4.143  1.919     1.813  0.725     0.402  0.918     0.251  0.798     0.054  0.687
  1773     5     3.073  1.809     1.487  0.725     0.425  0.913     0.256  0.798     0.053  0.687
  1773     6    -0.122  1.535     1.229  0.769     0.447  0.949     0.261  0.838     0.053  0.709
  1773     7     1.460  1.514     1.028  0.520     0.468  0.902     0.266  0.797     0.052  0.687
  1773     8     1.932  1.600     1.058  0.347     0.488  0.897     0.270  0.797     0.051  0.687
  1773     9     1.673  1.069     0.916  0.613     0.508  0.655     0.275  0.664     0.051  0.643
  1773    10     1.917  1.548     0.736  0.739     0.526  0.888     0.279  0.796     0.050  0.687
  1773    11     0.855  4.478     0.792  0.781     0.543  0.994     0.283  0.889     0.049  0.761
  1773    12     0.298  1.505     1.075  1.067     0.560  0.798     0.287  0.673     0.048  0.564
  1774     1    -5.412  3.110     1.140  0.978     0.575  0.781     0.290  0.660     0.047  0.523
  1774     2     1.342  2.466     1.050  1.003     0.589  0.915     0.294  0.827     0.047  0.712
  1774     3    -0.163  3.204     0.901  1.011     0.602  0.910     0.297  0.825     0.046  0.712
  1774     4     1.977  2.066     0.721  0.961     0.614  0.871     0.300  0.792     0.044  0.686
  1774     5     3.743  2.400    -0.154  0.956     0.624  0.898     0.302  0.822     0.043  0.711
  1774     6     3.277  1.680    -0.253  1.002     0.634  0.893     0.305  0.820     0.042  0.710
  1774     7     2.245  2.794     0.136  0.970     0.642  0.887     0.307  0.818     0.041  0.710
  1774     8     0.852  1.127     0.181  0.965     0.649  0.868     0.309  0.790     0.040  0.686
  1774     9    -0.116  1.214     0.379  0.750     0.655  0.868     0.310  0.789     0.039  0.685
  1774    10    -0.241  1.548     0.360  0.784     0.660  0.868     0.311  0.788     0.037  0.685
  1774    11    -9.647  2.665     0.088  0.566     0.663  0.920     0.313  0.832     0.036  0.715
  1774    12    -0.890  1.716    -0.157    NaN     0.666  0.950     0.313  0.862     0.035  0.729
  1775     1    -0.743  2.445    -0.130    NaN     0.667  0.802     0.314  0.772     0.033  0.729
  1775     2     1.880  2.339     0.069    NaN     0.668  0.854     0.314  0.805     0.032  0.706
  1775     3     2.210  1.656     0.417    NaN     0.667  0.922     0.314  0.832     0.030  0.725
  1775     4     1.750  2.256     0.798    NaN     0.665  0.872     0.313  0.784     0.028  0.684
  1775     5     0.477  3.015     1.606    NaN     0.662  0.873     0.312  0.783     0.027  0.683
  1775     6     0.343  3.128     1.885    NaN     0.658  0.984     0.311  0.877     0.025  0.738
  1775     7     2.564  1.282     1.623    NaN     0.653  0.834     0.310  0.795     0.023  0.703
  1775     8     3.243  1.699     1.708    NaN     0.647  0.831     0.308  0.793     0.021  0.702
  1775     9     4.054  2.296     1.550  0.599     0.640  0.827     0.306  0.791     0.020  0.702
  1775    10     4.333  1.446     1.475  0.568     0.632  0.712     0.304  0.688     0.018  0.666
  1775    11     0.047  3.374     1.487  0.703     0.623  0.873     0.301  0.842     0.016  0.746
  1775    12     2.464  3.567     1.581  0.984     0.614  0.818     0.299  0.786     0.014  0.700
  1776     1    -3.887  1.781     1.605  0.940     0.603  0.915     0.295  0.822     0.012  0.722
  1776     2     2.899  0.981     1.508  0.911     0.592  0.876     0.292  0.776     0.010  0.681
  1776     3     0.319  1.689     1.125  0.919     0.580  0.875     0.288  0.775     0.008  0.680
  1776     4     0.840  1.662     0.817  0.979     0.567  0.874     0.284  0.774     0.006  0.680
  1776     5     0.625  1.619     0.751  0.904     0.554  0.872     0.279  0.773     0.003  0.680
  1776     6     1.473  1.523     0.682  1.027     0.540  0.871     0.275  0.773     0.001  0.679
  1776     7     2.851  1.017     0.985  0.914     0.526  0.868     0.270  0.772    -0.001  0.679
  1776     8     2.080  1.100     0.483  0.976     0.511  0.866     0.265  0.771    -0.003  0.678
  1776     9    -0.545  1.419     0.330  0.981     0.495  0.863     0.259  0.770    -0.006  0.678
  1776    10     0.635  1.184     0.242  0.985     0.479  0.860     0.253  0.769    -0.008  0.678
  1776    11    -0.735  0.996     0.420  0.977     0.462  0.856     0.247  0.768    -0.010  0.677
  1776    12     1.630  1.212     0.299  0.940     0.446  0.852     0.241  0.767    -0.013  0.677
  1777     1    -0.254  1.139     0.033  0.952     0.428  0.848     0.234  0.766    -0.015  0.676
  1777     2    -3.125  1.890    -0.205  0.922     0.411  0.843     0.227  0.765    -0.018  0.676
  1777     3    -1.520  1.657    -0.339  0.909     0.393  0.838     0.220  0.764    -0.020  0.676
  1777     4    -0.207  1.801    -0.489  0.923     0.375  0.833     0.213  0.763    -0.023  0.675
  1777     5     2.762  1.636    -0.330  0.911     0.356  0.828     0.205  0.762    -0.026  0.675
  1777     6     0.016  1.272    -0.341  0.888     0.338  0.823     0.197  0.761    -0.028  0.674
  1777     7    -0.340  1.166    -0.417  0.859     0.319  0.817     0.189  0.760    -0.031  0.674
  1777     8    -0.775  0.833     0.132  0.943     0.300  0.811     0.181  0.759    -0.033  0.673
  1777     9    -2.154  1.135     0.183  0.894     0.281  0.805     0.173  0.758    -0.036  0.673
  1777    10    -1.169  0.929     0.446  0.860     0.262  0.762     0.164  0.748    -0.039  0.684
  1777    11     1.176  1.353     0.287  0.848     0.243  0.794     0.155  0.756    -0.042  0.672
  1777    12     1.499  1.244     0.255  0.839     0.224  0.788     0.146  0.755    -0.044  0.672
  1778     1    -1.168  1.115     0.383  0.795     0.205  0.791     0.137  0.748    -0.047  0.673
  1778     2     3.460  2.292     0.353  0.778     0.186  0.776     0.127  0.753    -0.050  0.671
  1778     3    -0.900  1.366     0.636  0.807     0.166  0.770     0.118  0.752    -0.053  0.670
  1778     4     2.947  1.511     0.295  0.847     0.147  0.765     0.108  0.751    -0.056  0.670
  1778     5     0.855  1.503    -0.157  0.835     0.128  0.759     0.098  0.750    -0.059  0.670
  1778     6    -0.368  1.085    -0.406  0.811     0.109  0.754     0.088  0.749    -0.062  0.669
  1778     7     1.198  1.098    -0.262  0.806     0.090  0.749     0.078  0.748    -0.064  0.669
  1778     8    -1.135  1.031    -0.226  0.722     0.071  0.744     0.068  0.747    -0.067  0.668
  1778     9     1.232  1.181     0.214  0.759     0.052  0.740     0.058  0.746    -0.070  0.668
  1778    10    -5.257  2.627     0.073  0.736     0.033  0.752     0.047  0.754    -0.073  0.677
  1778    11    -4.246  1.185     0.152  0.720     0.015  0.731     0.037  0.744    -0.076  0.667
  1778    12    -1.488  0.765     0.170  0.771    -0.004  0.727     0.026  0.743    -0.079  0.667
  1779     1     0.554  1.165     0.104  0.763    -0.022  0.724     0.015  0.742    -0.082  0.666
  1779     2     3.894  1.192     0.362  0.756    -0.040  0.721     0.004  0.741    -0.085  0.666
  1779     3     4.383  1.352     0.353  0.732    -0.057  0.718    -0.006  0.740    -0.088  0.665
  1779     4     1.253  1.264     1.047  0.734    -0.075  0.716    -0.017  0.739    -0.091  0.665
  1779     5     1.799  1.543     1.340  0.751    -0.092  0.714    -0.028  0.738    -0.094  0.664
  1779     6    -0.151  1.371     1.148  0.706    -0.108  0.709    -0.040  0.728    -0.097  0.671
  1779     7     0.407  1.160     0.711  0.668    -0.124  0.710    -0.051  0.736    -0.100  0.664
  1779     8     1.970  0.543     0.275  0.695    -0.140  0.710    -0.062  0.735    -0.103  0.663
  1779     9     1.121  1.174    -0.017  0.679    -0.155  0.709    -0.073  0.734    -0.106  0.663
  1779    10     3.068  1.076    -0.253  0.557    -0.170  0.708    -0.084  0.726    -0.109  0.669
  1779    11    -0.728  1.370    -0.500  0.510    -0.184  0.709    -0.096  0.733    -0.112  0.662
  1779    12    -3.788  1.497    -0.645  0.520    -0.197  0.711    -0.107  0.726    -0.115  0.645
  1780     1    -4.700  0.948    -0.601  0.550    -0.210  0.710    -0.118  0.731    -0.118  0.661
  1780     2    -1.329  1.567    -0.815  0.565    -0.222  0.712    -0.129  0.730    -0.121  0.661
  1780     3     0.879  1.380    -1.097  0.573    -0.234  0.714    -0.141  0.729    -0.124  0.660
  1780     4    -1.587  2.559    -1.260  0.587    -0.244  0.757    -0.152  0.770    -0.127  0.695
  1780     5    -1.161  1.382    -1.428  0.560    -0.254  0.718    -0.163  0.727    -0.129  0.660
  1780     6    -1.888  1.073    -1.163  0.606    -0.263  0.721    -0.174  0.726    -0.132  0.659
  1780     7     0.936  1.073    -1.016  0.603    -0.272  0.724    -0.186  0.726    -0.135  0.659
  1780     8    -0.607  0.599    -1.076  0.625    -0.280  0.727    -0.197  0.725    -0.138  0.659
  1780     9    -2.257  1.381    -1.147  0.680    -0.287  0.730    -0.208  0.724    -0.141  0.658
  1780    10     1.113  1.229    -0.964  0.744    -0.293  0.734    -0.219  0.723    -0.144  0.658
  1780    11    -2.752  0.985    -0.958  0.767    -0.299  0.738    -0.230  0.723    -0.146  0.657
  1780    12    -0.598  0.972    -0.914  0.772    -0.304  0.742    -0.241  0.722    -0.149  0.657
  1781     1    -2.940  0.697    -1.131  0.768    -0.309  0.746    -0.252  0.721    -0.152  0.657
  1781     2    -2.055  1.183    -0.950  0.773    -0.313  0.750    -0.263  0.721    -0.155  0.656
  1781     3     0.028  1.536    -0.561  0.778    -0.317  0.755    -0.274  0.720    -0.157  0.656
  1781     4     0.608  1.670    -0.747  0.757    -0.320  0.759    -0.285  0.719    -0.160  0.656
  1781     5    -1.089  1.907    -0.314  0.754    -0.323  0.763    -0.296  0.719    -0.162  0.655
  1781     6    -1.352  1.152    -0.723  0.752    -0.326  0.782    -0.307  0.720    -0.165  0.660
  1781     7    -1.669  1.075    -0.441  0.811    -0.329  0.772    -0.317  0.717    -0.168  0.654
  1781     8     1.557  0.825    -0.438  0.811    -0.332  0.776    -0.328  0.717    -0.170  0.654
  1781     9     2.421  1.246    -0.758  0.761    -0.335  0.796    -0.338  0.719    -0.173  0.660
  1781    10    -1.127  0.768    -0.687  0.796    -0.339  0.801    -0.348  0.719    -0.175  0.659
  1781    11     2.450  0.937    -0.478  1.000    -0.342  0.786    -0.359  0.715    -0.177  0.653
  1781    12    -5.511  1.138    -0.286  1.125    -0.346  0.789    -0.369  0.715    -0.180  0.653
  1782     1     0.447  1.507    -0.042  1.307    -0.350  0.792    -0.379  0.714    -0.182  0.652
  1782     2    -2.023  1.480     0.041  1.468    -0.355  0.794    -0.389  0.714    -0.184  0.652
  1782     3    -3.811  1.731     0.056  1.607    -0.361  0.843    -0.398  0.756    -0.186  0.686
  1782     4     1.466  2.186     0.319  1.663    -0.368  0.797    -0.408  0.713    -0.189  0.651
  1782     5     1.412  3.387     0.029  1.672    -0.375  0.844    -0.418  0.756    -0.191  0.687
  1782     6     0.955  1.981     0.620  1.674    -0.383  0.822    -0.427  0.719    -0.193  0.657
  1782     7     1.257  2.569     0.228  1.691    -0.392  0.799    -0.436  0.712    -0.195  0.650
  1782     8     2.553  1.639     0.763  1.719    -0.402  0.876    -0.445  0.791    -0.197  0.723
  1782     9     2.601  2.061     0.999  1.588    -0.413  0.798    -0.454  0.712    -0.199  0.650
  1782    10     2.031  1.279     0.996  1.402    -0.425  0.797    -0.463  0.712    -0.201  0.649
  1782    11    -1.022  1.145     0.895  1.229    -0.438  0.796    -0.472  0.711    -0.203  0.649
  1782    12     1.579  1.685     0.812  1.083    -0.452  0.843    -0.480  0.752    -0.204  0.678
  1783     1    -4.260  1.849     0.832  0.925    -0.467  0.790    -0.488  0.704    -0.206  0.636
  1783     2     4.401  1.337     0.616  0.800    -0.483  0.790    -0.496  0.711    -0.208  0.648
  1783     3    -0.979  1.738     0.318  0.603    -0.501  0.787    -0.504  0.711    -0.209  0.648
  1783     4     1.422  1.756     0.243  0.575    -0.519  0.785    -0.512  0.711    -0.211  0.647
  1783     5     0.205  1.676     0.036  0.552    -0.537  0.782    -0.519  0.711    -0.212  0.647
  1783     6    -0.046  1.409    -0.142  0.553    -0.557  0.779    -0.527  0.711    -0.214  0.646
  1783     7     1.506  1.265    -0.170  0.648    -0.577  0.776    -0.534  0.711    -0.215  0.646
  1783     8    -0.047  0.917    -0.510  0.670    -0.598  0.774    -0.541  0.712    -0.217  0.646
  1783     9    -0.970  1.636    -0.889  0.657    -0.620  0.771    -0.547  0.712    -0.218  0.645
  1783    10     1.123  1.095    -0.706  0.737    -0.641  0.769    -0.553  0.712    -0.219  0.645
  1783    11    -3.503  1.382    -0.843  0.753    -0.663  0.766    -0.560  0.712    -0.220  0.645
  1783    12    -0.561  1.562    -1.018  0.767    -0.686  0.764    -0.565  0.713    -0.221  0.644
  1784     1    -4.586  1.421    -1.221  0.769    -0.708  0.806    -0.571  0.769    -0.222  0.715
  1784     2     0.312  1.780    -1.324  0.757    -0.730  0.761    -0.576  0.713    -0.223  0.643
  1784     3    -5.521  1.581    -1.206  1.009    -0.752  0.760    -0.581  0.713    -0.224  0.643
  1784     4     3.611  2.515    -1.362  1.086    -0.773  0.760    -0.586  0.714    -0.225  0.643
  1784     5    -1.440  1.725    -1.022  1.128    -0.794  0.760    -0.590  0.714    -0.226  0.642
  1784     6    -2.142  1.102    -1.269  1.064    -0.815  0.782    -0.595  0.727    -0.227  0.654
  1784     7    -0.927  1.342    -0.975  1.023    -0.835  0.782    -0.599  0.728    -0.227  0.654
  1784     8    -1.280  2.288    -1.177  1.036    -0.854  0.797    -0.602  0.751    -0.228  0.680
  1784     9     0.435  2.091    -1.156  0.901    -0.872  0.801    -0.605  0.758    -0.228  0.671
  1784    10    -0.741  1.085    -1.708  0.848    -0.889  0.786    -0.608  0.730    -0.229  0.653
  1784    11     0.571  1.204    -1.888  0.874    -0.905  0.767    -0.611  0.717    -0.229  0.640
  1784    12    -3.524  0.932    -1.722  0.978    -0.920  0.791    -0.613  0.731    -0.230  0.653
  1785     1    -1.056  1.683    -1.556  1.047    -0.934  0.772    -0.615  0.717    -0.230  0.639
  1785     2    -2.117  1.705    -1.441  1.070    -0.946  0.775    -0.617  0.718    -0.230  0.638
  1785     3    -5.266  1.228    -1.731  1.057    -0.957  0.779    -0.618  0.718    -0.230  0.638
  1785     4    -3.013  1.359    -1.781  1.040    -0.967  0.782    -0.619  0.718    -0.231  0.637
  1785     5    -3.602  1.745    -1.900  1.064    -0.975  0.786    -0.620  0.719    -0.231  0.637
  1785     6    -0.145  1.507    -1.863  1.093    -0.982  0.789    -0.620  0.719    -0.231  0.636
  1785     7     1.062  1.721    -2.221  1.020    -0.988  0.793    -0.620  0.719    -0.231  0.636
  1785     8     0.107  1.303    -2.050  0.951    -0.992  0.796    -0.620  0.719    -0.230  0.635
  1785     9    -3.043  1.254    -1.920  1.031    -0.994  0.800    -0.619  0.720    -0.230  0.635
  1785    10    -1.351  0.994    -1.672  1.037    -0.996  0.803    -0.618  0.720    -0.230  0.634
  1785    11    -0.856  1.328    -1.470  1.019    -0.996  0.807    -0.616  0.720    -0.230  0.634
  1785    12    -3.078  1.029    -1.460  1.011    -0.995  0.810    -0.614  0.720    -0.229  0.633
  1786     1    -5.355  1.351    -1.476  0.985    -0.992  0.834    -0.612  0.736    -0.229  0.651
  1786     2    -0.061  0.982    -1.277  0.988    -0.989  0.816    -0.609  0.719    -0.228  0.632
  1786     3    -3.701  1.915    -0.949  0.962    -0.984  0.818    -0.606  0.719    -0.228  0.632
  1786     4    -0.046  1.229    -0.925  0.976    -0.978  0.820    -0.603  0.719    -0.227  0.631
  1786     5    -1.167  1.512    -1.057  1.113    -0.971  0.822    -0.599  0.719    -0.227  0.630
  1786     6    -0.034  1.310    -1.171  1.120    -0.962  0.824    -0.595  0.718    -0.226  0.630
  1786     7     0.868  1.200    -0.627  1.188    -0.953  0.825    -0.591  0.718    -0.225  0.629
  1786     8     2.495  1.031    -0.510  1.216    -0.943  0.826    -0.586  0.717    -0.224  0.629
  1786     9     0.896  0.947    -0.302  1.183    -0.932  0.826    -0.581  0.716    -0.224  0.628
  1786    10    -1.065  0.992    -0.396  1.123    -0.921  0.848    -0.575  0.734    -0.223  0.648
  1786    11    -2.438  2.469    -0.232  1.094    -0.908  0.897    -0.570  0.773    -0.222  0.681
  1786    12    -4.450  0.895    -0.080  1.074    -0.895  0.848    -0.563  0.732    -0.221  0.648
  1787     1     1.173  1.272    -0.111  1.055    -0.881  0.825    -0.557  0.713    -0.220  0.625
  1787     2     1.345  1.121    -0.399  1.061    -0.867  0.824    -0.550  0.712    -0.219  0.625
  1787     3    -1.205  1.918    -0.609  1.046    -0.851  0.822    -0.543  0.710    -0.218  0.624
  1787     4    -1.175  1.070    -0.251  1.048    -0.836  0.820    -0.535  0.709    -0.216  0.623
  1787     5     0.810  1.203    -0.331  0.897    -0.819  0.818    -0.527  0.708    -0.215  0.623
  1787     6     1.784  1.187    -0.384  1.029    -0.802  0.816    -0.519  0.706    -0.214  0.622
  1787     7     0.502  1.510    -0.606  0.965    -0.785  0.813    -0.510  0.705    -0.213  0.621
  1787     8    -0.962  1.019    -0.841  1.127    -0.767  0.810    -0.501  0.703    -0.211  0.621
  1787     9    -1.627  1.306    -1.059  0.897    -0.748  0.807    -0.492  0.701    -0.210  0.620
  1787    10     3.235  1.225    -0.777  0.864    -0.729  0.803    -0.483  0.699    -0.208  0.619
  1787    11    -3.399  1.114    -0.878  1.029    -0.709  0.800    -0.473  0.698    -0.207  0.618
  1787    12    -5.083  1.172    -0.958  1.082    -0.689  0.796    -0.463  0.696    -0.206  0.618
  1788     1    -1.495  3.106    -0.808  1.021    -0.669  0.858    -0.453  0.737    -0.204  0.646
  1788     2    -1.481  4.016    -0.758  1.007    -0.648  0.783    -0.442  0.709    -0.202  0.652
  1788     3    -3.817  2.290    -0.471  1.055    -0.626  0.809    -0.431  0.696    -0.201  0.610
  1788     4     2.207  2.095    -0.944  0.974    -0.604  0.779    -0.420  0.687    -0.199  0.615
